customer_id,product_id,order_date,quantity,last_refill_date
C009,P101,2024-06-02 21:32:22,33,2024-06-02 21:32:22
C019,P101,2024-04-26 07:15:07,44,2024-04-26 07:15:07
C002,P101,2023-10-20 22:28:39,21,2023-10-20 22:28:39
C024,P101,2024-11-21 17:15:24,31,2024-11-21 17:15:24
C015,P102,2024-05-03 14:34:36,8,2024-05-03 14:34:36
C027,P101,2024-08-19 01:55:54,22,2024-08-19 01:55:54
C010,P102,2024-06-10 06:12:10,49,2024-06-10 06:12:10
C020,P101,2023-10-11 07:49:09,28,2023-10-11 07:49:09
C048,P101,2023-10-17 09:29:48,28,2023-10-17 09:29:48
C046,P102,2023-10-21 09:18:56,19,2023-10-21 09:18:56
C002,P102,2024-10-08 00:28:15,9,2024-10-08 00:28:15
C047,P101,2023-07-09 16:56:59,25,2023-07-09 16:56:59
C031,P102,2023-08-09 01:49:27,24,2023-08-09 01:49:27
C005,P101,2023-09-10 10:33:05,40,2023-09-10 10:33:05
C033,P101,2023-10-28 13:12:59,47,2023-10-28 13:12:59
C045,P101,2023-02-12 08:27:58,10,2023-02-12 08:27:58
C047,P101,2024-07-24 18:27:12,26,2024-07-24 18:27:12
C010,P102,2023-12-18 09:40:54,37,2023-12-18 09:40:54
C002,P101,2024-03-28 06:49:40,26,2024-03-28 06:49:40
C004,P102,2023-05-01 15:19:07,39,2023-05-01 15:19:07
C017,P101,2024-01-18 06:32:56,22,2024-01-18 06:32:56
C012,P101,2023-09-25 20:35:14,18,2023-09-25 20:35:14
C036,P101,2024-07-25 23:59:38,7,2024-07-25 23:59:38
C004,P102,2024-05-17 02:32:29,41,2024-05-17 02:32:29
C001,P102,2023-04-03 23:27:29,10,2023-04-03 23:27:29
C036,P101,2023-11-22 06:28:10,31,2023-11-22 06:28:10
C046,P102,2023-11-06 05:38:15,47,2023-11-06 05:38:15
C014,P101,2023-11-03 11:02:36,12,2023-11-03 11:02:36
C042,P102,2024-12-23 16:55:24,37,2024-12-23 16:55:24
C028,P101,2024-11-21 20:20:16,17,2024-11-21 20:20:16
C007,P102,2024-02-14 03:09:59,25,2024-02-14 03:09:59
C010,P101,2023-03-02 15:48:52,7,2023-03-02 15:48:52
C020,P102,2023-06-15 01:01:44,35,2023-06-15 01:01:44
C036,P101,2023-07-28 20:59:11,49,2023-07-28 20:59:11
C039,P101,2023-07-08 09:20:27,26,2023-07-08 09:20:27
C007,P102,2024-11-17 00:31:57,6,2024-11-17 00:31:57
C005,P101,2024-09-09 15:32:47,42,2024-09-09 15:32:47
C012,P102,2023-04-21 19:28:16,34,2023-04-21 19:28:16
C024,P101,2024-07-25 00:25:53,31,2024-07-25 00:25:53
C006,P102,2023-03-14 07:18:14,15,2023-03-14 07:18:14
C013,P101,2023-12-15 09:21:43,18,2023-12-15 09:21:43
C005,P101,2023-07-25 12:57:08,21,2023-07-25 12:57:08
C013,P102,2024-11-13 10:55:40,35,2024-11-13 10:55:40
C002,P101,2023-08-18 16:04:05,23,2023-08-18 16:04:05
C030,P102,2023-08-16 19:31:47,48,2023-08-16 19:31:47
C026,P102,2024-05-27 15:08:21,49,2024-05-27 15:08:21
C043,P101,2023-10-21 23:11:18,13,2023-10-21 23:11:18
C008,P101,2023-04-24 06:25:26,47,2023-04-24 06:25:26
C017,P102,2024-09-21 18:15:44,9,2024-09-21 18:15:44
C020,P101,2023-06-14 03:25:44,30,2023-06-14 03:25:44
C038,P101,2023-10-15 03:56:01,35,2023-10-15 03:56:01
C001,P101,2024-01-23 20:08:51,21,2024-01-23 20:08:51
C025,P102,2023-09-24 03:29:07,11,2023-09-24 03:29:07
C038,P101,2023-12-15 05:50:40,37,2023-12-15 05:50:40
C023,P101,2023-04-03 04:05:32,36,2023-04-03 04:05:32
C002,P102,2024-04-30 10:15:20,35,2024-04-30 10:15:20
C027,P102,2023-06-13 02:46:15,32,2023-06-13 02:46:15
C002,P101,2024-01-27 08:48:29,48,2024-01-27 08:48:29
C032,P101,2024-05-04 07:55:52,30,2024-05-04 07:55:52
C050,P102,2024-10-20 19:43:02,13,2024-10-20 19:43:02
C033,P101,2024-02-13 04:20:58,5,2024-02-13 04:20:58
C004,P101,2023-12-04 14:38:57,9,2023-12-04 14:38:57
C036,P101,2024-06-30 13:43:24,18,2024-06-30 13:43:24
C013,P102,2023-09-17 19:41:43,37,2023-09-17 19:41:43
C035,P101,2023-02-17 08:27:25,11,2023-02-17 08:27:25
C024,P102,2024-04-07 18:28:35,38,2024-04-07 18:28:35
C001,P101,2024-05-10 05:20:45,20,2024-05-10 05:20:45
C006,P102,2023-06-29 01:07:39,27,2023-06-29 01:07:39
C033,P101,2023-10-06 04:01:53,8,2023-10-06 04:01:53
C009,P101,2024-09-29 18:19:09,31,2024-09-29 18:19:09
C037,P102,2024-07-11 14:47:35,5,2024-07-11 14:47:35
C010,P102,2023-01-05 04:40:45,43,2023-01-05 04:40:45
C047,P101,2023-10-19 08:39:37,19,2023-10-19 08:39:37
C016,P102,2024-12-16 03:06:10,39,2024-12-16 03:06:10
C045,P102,2023-12-01 04:29:59,27,2023-12-01 04:29:59
C031,P101,2023-01-09 08:29:40,28,2023-01-09 08:29:40
C014,P101,2024-03-17 01:31:30,37,2024-03-17 01:31:30
C009,P102,2023-02-13 20:08:32,10,2023-02-13 20:08:32
C007,P102,2023-08-28 00:12:01,20,2023-08-28 00:12:01
C004,P101,2024-08-02 05:30:06,43,2024-08-02 05:30:06
C010,P102,2024-07-19 00:17:40,43,2024-07-19 00:17:40
C024,P101,2023-03-24 06:48:20,20,2023-03-24 06:48:20
C048,P101,2024-01-06 15:19:20,43,2024-01-06 15:19:20
C042,P102,2023-08-30 05:31:05,31,2023-08-30 05:31:05
C017,P101,2024-08-30 00:47:01,47,2024-08-30 00:47:01
C007,P102,2023-02-15 04:32:15,33,2023-02-15 04:32:15
C010,P102,2024-01-16 20:05:46,39,2024-01-16 20:05:46
C042,P101,2023-10-02 04:04:38,7,2023-10-02 04:04:38
C047,P102,2024-01-16 12:46:51,13,2024-01-16 12:46:51
C048,P101,2023-07-05 11:28:47,16,2023-07-05 11:28:47
C036,P101,2023-06-30 04:36:50,40,2023-06-30 04:36:50
C012,P102,2023-07-23 12:49:00,44,2023-07-23 12:49:00
C040,P102,2023-09-04 22:37:42,31,2023-09-04 22:37:42
C010,P101,2024-09-10 08:01:53,40,2024-09-10 08:01:53
C034,P101,2023-10-17 20:52:17,27,2023-10-17 20:52:17
C017,P102,2023-05-12 20:22:42,24,2023-05-12 20:22:42
C047,P101,2023-04-08 02:56:34,18,2023-04-08 02:56:34
C044,P101,2024-06-25 13:58:25,30,2024-06-25 13:58:25
C039,P102,2023-09-28 12:00:35,23,2023-09-28 12:00:35
C017,P101,2024-08-17 15:00:58,48,2024-08-17 15:00:58
C028,P102,2023-11-11 18:04:40,28,2023-11-11 18:04:40
C018,P101,2024-03-02 04:26:31,13,2024-03-02 04:26:31
C009,P102,2023-03-28 13:46:08,21,2023-03-28 13:46:08
C019,P102,2024-10-25 15:38:07,29,2024-10-25 15:38:07
C033,P101,2023-08-15 17:09:48,30,2023-08-15 17:09:48
C027,P102,2023-02-22 01:53:08,37,2023-02-22 01:53:08
C004,P101,2023-09-30 23:46:44,49,2023-09-30 23:46:44
C016,P102,2024-11-08 06:43:54,19,2024-11-08 06:43:54
C037,P101,2023-04-03 02:15:03,9,2023-04-03 02:15:03
C044,P101,2023-01-01 11:38:23,20,2023-01-01 11:38:23
C039,P102,2024-08-21 08:46:18,6,2024-08-21 08:46:18
C032,P101,2023-07-28 10:57:52,39,2023-07-28 10:57:52
C004,P101,2024-12-26 05:10:35,14,2024-12-26 05:10:35
C021,P101,2024-01-14 07:06:33,33,2024-01-14 07:06:33
C001,P102,2023-11-28 00:04:07,41,2023-11-28 00:04:07
C027,P102,2024-07-06 04:19:46,43,2024-07-06 04:19:46
C043,P101,2023-06-15 07:14:16,24,2023-06-15 07:14:16
C017,P101,2023-01-18 09:39:36,48,2023-01-18 09:39:36
C042,P102,2023-08-30 06:12:25,36,2023-08-30 06:12:25
C006,P101,2023-01-01 09:46:18,30,2023-01-01 09:46:18
C001,P102,2023-03-18 17:44:31,40,2023-03-18 17:44:31
C050,P101,2024-11-26 10:19:02,34,2024-11-26 10:19:02
C002,P102,2024-01-19 23:24:10,26,2024-01-19 23:24:10
C033,P102,2023-11-05 20:04:08,19,2023-11-05 20:04:08
C041,P101,2024-04-08 18:20:30,31,2024-04-08 18:20:30
C016,P101,2023-09-21 19:54:27,49,2023-09-21 19:54:27
C005,P102,2023-03-01 16:47:46,12,2023-03-01 16:47:46
C041,P102,2023-08-29 06:43:30,40,2023-08-29 06:43:30
C004,P101,2023-05-10 10:06:33,44,2023-05-10 10:06:33
C045,P101,2023-06-22 15:29:40,9,2023-06-22 15:29:40
C036,P101,2023-08-28 01:46:25,34,2023-08-28 01:46:25
C007,P102,2023-12-25 23:01:48,5,2023-12-25 23:01:48
C048,P101,2023-12-14 00:04:22,39,2023-12-14 00:04:22
C012,P101,2023-07-28 01:38:33,25,2023-07-28 01:38:33
C035,P102,2023-10-06 05:51:27,43,2023-10-06 05:51:27
C007,P101,2023-02-09 16:40:04,49,2023-02-09 16:40:04
C026,P101,2023-02-27 06:29:10,18,2023-02-27 06:29:10
C040,P102,2024-08-09 09:56:06,13,2024-08-09 09:56:06
C040,P101,2024-09-08 22:56:20,31,2024-09-08 22:56:20
C027,P101,2023-02-14 16:10:24,9,2023-02-14 16:10:24
C012,P101,2024-12-29 19:41:18,23,2024-12-29 19:41:18
C033,P101,2024-04-29 07:37:16,8,2024-04-29 07:37:16
C029,P102,2023-08-24 23:49:12,12,2023-08-24 23:49:12
C014,P102,2023-12-13 03:36:02,15,2023-12-13 03:36:02
C041,P102,2024-12-29 15:58:22,9,2024-12-29 15:58:22
C036,P102,2024-09-08 17:26:31,29,2024-09-08 17:26:31
C010,P101,2023-03-28 15:14:56,18,2023-03-28 15:14:56
C036,P101,2024-08-09 14:50:47,43,2024-08-09 14:50:47
C006,P102,2024-03-08 12:12:10,40,2024-03-08 12:12:10
C014,P102,2024-10-19 10:46:37,22,2024-10-19 10:46:37
C007,P101,2023-03-06 17:19:28,22,2023-03-06 17:19:28
C047,P102,2023-03-13 17:01:03,24,2023-03-13 17:01:03
C030,P101,2024-09-14 08:47:42,28,2024-09-14 08:47:42
C041,P102,2023-03-04 14:34:17,40,2023-03-04 14:34:17
C049,P101,2023-01-27 12:18:53,8,2023-01-27 12:18:53
C025,P102,2023-11-29 04:31:07,29,2023-11-29 04:31:07
C009,P101,2024-10-13 18:57:18,6,2024-10-13 18:57:18
C050,P102,2023-01-19 23:06:41,32,2023-01-19 23:06:41
C002,P101,2024-02-27 01:07:45,30,2024-02-27 01:07:45
C003,P102,2023-03-21 01:09:53,36,2023-03-21 01:09:53
C006,P101,2023-08-17 23:02:26,14,2023-08-17 23:02:26
C030,P102,2024-09-15 18:12:51,27,2024-09-15 18:12:51
C039,P102,2024-07-20 14:12:53,20,2024-07-20 14:12:53
C037,P101,2023-08-07 23:04:42,28,2023-08-07 23:04:42
C042,P102,2023-10-01 19:12:44,32,2023-10-01 19:12:44
C024,P101,2024-02-25 06:41:50,29,2024-02-25 06:41:50
C049,P101,2024-08-14 12:59:37,17,2024-08-14 12:59:37
C018,P101,2024-04-10 00:51:55,42,2024-04-10 00:51:55
C035,P101,2024-08-18 05:09:40,12,2024-08-18 05:09:40
C010,P102,2023-03-31 02:53:32,27,2023-03-31 02:53:32
C022,P101,2024-07-11 14:48:37,25,2024-07-11 14:48:37
C021,P101,2024-05-24 10:52:52,30,2024-05-24 10:52:52
C048,P102,2024-10-03 04:22:03,41,2024-10-03 04:22:03
C011,P101,2024-07-15 22:22:30,25,2024-07-15 22:22:30
C004,P102,2023-06-05 21:49:39,7,2023-06-05 21:49:39
C045,P101,2024-11-01 09:17:58,43,2024-11-01 09:17:58
C027,P101,2023-10-20 00:27:13,48,2023-10-20 00:27:13
C021,P102,2023-07-13 20:10:15,46,2023-07-13 20:10:15
C043,P101,2024-04-20 10:25:57,27,2024-04-20 10:25:57
C033,P101,2023-08-02 02:16:05,35,2023-08-02 02:16:05
C018,P102,2023-08-25 21:09:33,19,2023-08-25 21:09:33
C044,P102,2023-09-27 16:38:26,6,2023-09-27 16:38:26
C001,P101,2023-12-10 10:52:41,16,2023-12-10 10:52:41
C043,P101,2023-09-05 06:25:21,23,2023-09-05 06:25:21
C038,P101,2024-08-08 06:31:48,36,2024-08-08 06:31:48
C020,P101,2023-11-14 15:27:17,24,2023-11-14 15:27:17
C017,P101,2024-03-16 08:34:14,40,2024-03-16 08:34:14
C011,P102,2023-09-24 04:24:11,9,2023-09-24 04:24:11
C012,P102,2023-09-18 13:34:15,44,2023-09-18 13:34:15
C012,P101,2023-07-18 21:54:36,35,2023-07-18 21:54:36
C049,P101,2024-01-24 09:47:01,10,2024-01-24 09:47:01
C021,P102,2023-06-22 15:31:26,45,2023-06-22 15:31:26
C033,P102,2023-06-19 14:22:41,17,2023-06-19 14:22:41
C013,P101,2023-08-17 02:37:52,18,2023-08-17 02:37:52
C005,P102,2023-05-28 07:18:34,15,2023-05-28 07:18:34
C046,P101,2023-12-27 12:45:42,49,2023-12-27 12:45:42
C023,P102,2023-02-08 20:18:50,5,2023-02-08 20:18:50
C008,P101,2023-08-27 19:41:06,41,2023-08-27 19:41:06
C036,P101,2023-01-05 07:03:27,49,2023-01-05 07:03:27
C026,P102,2024-02-27 12:45:17,6,2024-02-27 12:45:17
C037,P102,2024-05-22 15:52:03,7,2024-05-22 15:52:03
C046,P101,2023-11-19 21:55:04,30,2023-11-19 21:55:04
C047,P102,2024-02-01 19:09:23,9,2024-02-01 19:09:23
C021,P101,2024-08-16 11:24:08,17,2024-08-16 11:24:08
C032,P101,2024-11-15 04:49:43,20,2024-11-15 04:49:43
C033,P101,2024-03-31 07:51:59,35,2024-03-31 07:51:59
C037,P102,2023-06-30 04:04:17,41,2023-06-30 04:04:17
C041,P102,2024-10-06 23:23:14,20,2024-10-06 23:23:14
C027,P101,2023-12-27 14:13:51,6,2023-12-27 14:13:51
C037,P101,2024-07-12 08:07:48,30,2024-07-12 08:07:48
C012,P101,2024-10-27 14:51:42,43,2024-10-27 14:51:42
C027,P101,2023-02-19 08:07:23,25,2023-02-19 08:07:23
C026,P101,2024-11-03 19:18:57,49,2024-11-03 19:18:57
C031,P101,2023-05-14 03:35:46,38,2023-05-14 03:35:46
C020,P101,2023-07-28 09:09:22,22,2023-07-28 09:09:22
C024,P101,2023-03-29 18:12:51,18,2023-03-29 18:12:51
C007,P101,2024-07-05 20:56:22,48,2024-07-05 20:56:22
C019,P101,2024-01-04 09:17:23,21,2024-01-04 09:17:23
C035,P101,2023-01-29 22:00:52,19,2023-01-29 22:00:52
C049,P102,2024-10-26 09:47:35,25,2024-10-26 09:47:35
C025,P102,2023-10-17 08:29:03,36,2023-10-17 08:29:03
C005,P101,2024-09-27 22:41:59,29,2024-09-27 22:41:59
C048,P102,2023-01-13 00:45:11,44,2023-01-13 00:45:11
C017,P102,2023-01-23 12:31:03,41,2023-01-23 12:31:03
C034,P101,2024-05-31 12:40:35,48,2024-05-31 12:40:35
C038,P101,2024-10-26 03:52:25,23,2024-10-26 03:52:25
C006,P102,2024-01-02 00:01:09,48,2024-01-02 00:01:09
C018,P101,2024-03-25 10:00:39,48,2024-03-25 10:00:39
C047,P101,2024-05-19 11:51:35,10,2024-05-19 11:51:35
C005,P102,2024-03-11 15:08:24,42,2024-03-11 15:08:24
C043,P101,2024-11-26 01:34:06,12,2024-11-26 01:34:06
C049,P102,2023-12-05 17:09:52,36,2023-12-05 17:09:52
C030,P101,2023-12-11 07:33:29,27,2023-12-11 07:33:29
C037,P101,2024-02-21 00:54:01,37,2024-02-21 00:54:01
C044,P102,2023-11-21 01:20:28,46,2023-11-21 01:20:28
C035,P102,2023-05-30 22:35:11,7,2023-05-30 22:35:11
C019,P101,2024-11-21 02:18:33,25,2024-11-21 02:18:33
C002,P101,2023-01-09 00:02:26,46,2023-01-09 00:02:26
C021,P101,2024-02-29 04:58:02,39,2024-02-29 04:58:02
C042,P101,2023-01-23 01:33:18,10,2023-01-23 01:33:18
C043,P101,2023-02-12 01:33:16,10,2023-02-12 01:33:16
C019,P101,2023-08-19 18:38:58,16,2023-08-19 18:38:58
C047,P101,2023-03-21 11:27:29,42,2023-03-21 11:27:29
C048,P101,2023-04-22 12:12:48,17,2023-04-22 12:12:48
C049,P101,2024-03-27 19:11:52,6,2024-03-27 19:11:52
C039,P101,2023-11-07 10:50:38,41,2023-11-07 10:50:38
C023,P101,2024-07-26 18:08:57,44,2024-07-26 18:08:57
C037,P101,2023-04-13 16:22:48,43,2023-04-13 16:22:48
C036,P101,2024-12-02 20:45:22,17,2024-12-02 20:45:22
C017,P101,2023-08-22 03:29:19,15,2023-08-22 03:29:19
C045,P101,2024-04-26 04:04:33,41,2024-04-26 04:04:33
C008,P101,2023-12-11 22:08:08,17,2023-12-11 22:08:08
C020,P101,2023-01-04 23:26:26,40,2023-01-04 23:26:26
C036,P101,2024-12-27 12:28:19,43,2024-12-27 12:28:19
C003,P102,2024-11-10 09:40:45,20,2024-11-10 09:40:45
C023,P101,2024-01-19 07:16:41,25,2024-01-19 07:16:41
C050,P102,2023-08-20 23:46:46,39,2023-08-20 23:46:46
C007,P101,2023-12-07 20:41:57,39,2023-12-07 20:41:57
C011,P102,2023-10-07 07:54:10,14,2023-10-07 07:54:10
C031,P102,2023-03-03 13:26:57,44,2023-03-03 13:26:57
C028,P101,2023-06-22 11:24:32,13,2023-06-22 11:24:32
C010,P102,2023-08-31 09:09:46,22,2023-08-31 09:09:46
C026,P101,2023-12-03 20:04:22,16,2023-12-03 20:04:22
C035,P101,2024-07-27 23:54:33,30,2024-07-27 23:54:33
C031,P102,2024-01-11 12:51:33,26,2024-01-11 12:51:33
C038,P101,2023-02-17 20:48:51,21,2023-02-17 20:48:51
C049,P101,2024-04-18 17:03:46,39,2024-04-18 17:03:46
C046,P101,2024-02-06 18:29:21,13,2024-02-06 18:29:21
C022,P101,2023-05-01 19:09:00,5,2023-05-01 19:09:00
C022,P101,2023-08-25 21:30:22,9,2023-08-25 21:30:22
C034,P101,2024-05-03 17:54:03,17,2024-05-03 17:54:03
C018,P101,2023-12-06 09:52:00,45,2023-12-06 09:52:00
C033,P102,2024-08-30 15:23:43,16,2024-08-30 15:23:43
C029,P101,2023-05-12 10:43:43,27,2023-05-12 10:43:43
C008,P101,2023-11-28 09:40:12,41,2023-11-28 09:40:12
C015,P102,2024-09-22 17:06:34,5,2024-09-22 17:06:34
C050,P101,2023-09-06 08:17:54,8,2023-09-06 08:17:54
C034,P101,2023-12-24 18:49:36,10,2023-12-24 18:49:36
C045,P102,2023-06-16 06:15:29,41,2023-06-16 06:15:29
C015,P101,2023-06-09 11:40:51,24,2023-06-09 11:40:51
C050,P102,2024-02-20 04:44:41,24,2024-02-20 04:44:41
C029,P102,2023-05-23 22:26:30,29,2023-05-23 22:26:30
C017,P102,2024-11-18 15:34:25,21,2024-11-18 15:34:25
C034,P102,2024-03-18 21:17:38,9,2024-03-18 21:17:38
C022,P102,2024-12-10 09:54:19,13,2024-12-10 09:54:19
C049,P101,2024-04-13 00:44:47,9,2024-04-13 00:44:47
C015,P101,2024-12-03 20:45:27,47,2024-12-03 20:45:27
C048,P101,2024-11-17 13:51:16,18,2024-11-17 13:51:16
C038,P101,2023-05-07 03:53:44,22,2023-05-07 03:53:44
C041,P101,2024-08-02 20:11:36,26,2024-08-02 20:11:36
C014,P101,2024-09-26 01:29:07,46,2024-09-26 01:29:07
C013,P102,2023-05-16 02:27:30,7,2023-05-16 02:27:30
C042,P101,2023-12-29 23:59:55,9,2023-12-29 23:59:55
C016,P102,2024-05-03 04:25:36,13,2024-05-03 04:25:36
C026,P101,2024-04-29 17:55:02,6,2024-04-29 17:55:02
C010,P101,2023-06-23 13:08:32,20,2023-06-23 13:08:32
C021,P102,2023-09-27 20:59:09,43,2023-09-27 20:59:09
C033,P101,2024-04-16 17:32:35,8,2024-04-16 17:32:35
C007,P101,2023-11-11 00:19:10,39,2023-11-11 00:19:10
C016,P102,2024-02-02 15:04:28,42,2024-02-02 15:04:28
C033,P101,2024-01-22 15:13:02,5,2024-01-22 15:13:02
C014,P101,2023-08-19 17:18:24,8,2023-08-19 17:18:24
C029,P102,2023-05-29 18:24:46,18,2023-05-29 18:24:46
C008,P101,2024-12-25 12:14:54,44,2024-12-25 12:14:54
C005,P102,2024-09-02 05:44:50,19,2024-09-02 05:44:50
C009,P101,2023-12-13 15:58:57,33,2023-12-13 15:58:57
C045,P101,2023-11-26 05:35:35,21,2023-11-26 05:35:35
C044,P102,2023-01-03 22:42:37,21,2023-01-03 22:42:37
C025,P102,2024-04-23 04:15:36,40,2024-04-23 04:15:36
C031,P101,2023-03-18 01:12:01,14,2023-03-18 01:12:01
C041,P102,2024-04-05 10:38:14,16,2024-04-05 10:38:14
C046,P101,2023-11-17 10:56:58,29,2023-11-17 10:56:58
C019,P102,2024-01-01 21:22:17,46,2024-01-01 21:22:17
C041,P101,2024-09-07 01:05:13,8,2024-09-07 01:05:13
C027,P102,2024-07-09 08:22:36,47,2024-07-09 08:22:36
C035,P102,2023-05-14 19:27:09,12,2023-05-14 19:27:09
C034,P102,2024-01-26 23:06:48,48,2024-01-26 23:06:48
C041,P101,2023-07-02 17:23:46,29,2023-07-02 17:23:46
C026,P101,2023-10-03 07:42:25,10,2023-10-03 07:42:25
C014,P101,2024-07-17 09:13:00,40,2024-07-17 09:13:00
C019,P102,2024-10-04 15:04:21,48,2024-10-04 15:04:21
C006,P102,2023-11-24 04:01:59,35,2023-11-24 04:01:59
C040,P101,2023-04-20 17:58:23,6,2023-04-20 17:58:23
C033,P102,2023-04-04 03:34:39,43,2023-04-04 03:34:39
C041,P102,2024-02-12 23:03:37,17,2024-02-12 23:03:37
